id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5;
337;108, avenue de nice, cagnes-sur-mer, france;nice;7.177;43.661;nice, france;aéroport nice côte d'azur (nce), rue costes et bellonte, nice, france;nice - aéroport, nice, france;nice ville, avenue thiers, nice, france;nice - airport, nice, france;
338;30 avenue du maréchal de lattre de tassigny, pessac, france;tassigny;-0.694;44.78;tassigny, bordeaux, france;tassigny, mérignac, france;pharmacie de tassigny, avenue du maréchal de lattre de tassigny, bordeaux, france;le tassigny, avenue du maréchal de lattre de tassigny, bordeaux, france;le tassigny, avenue maréchal de lattre de tassigny, bègles, france;
339;2, place de l'hôpital, lyon, france;l'hôpital;4.836;45.759;place de l'hôpital, france;l'hôpital-le-grand, france;l’hôpital du gier, rue victor hugo, saint-chamond, france;l'hôpital, chazey-sur-ain, france;l'hôpital sur rhins, saint-cyr-de-favières, france;
340;138 quai du port, marseille, france;port;5.367;43.296;pharmacie de la porte d'aix, place jules guesde, marseille, france;portugal, undefined;porte d'aix, place jules guesde, marseille, france;vieux-port de marseille, france;port de marseille: gare de croisière, chemin du littoral, marseille, france;
341;52 avenue de la porte de villiers, levallois-perret, france;villiers;2.284;48.886;garage villiers, rue de l'aspirant dargent, levallois-perret, france;villiers, paris, france;villiers-le-bel, france;villiers-sur-marne, france;villiers pressing, avenue de villiers, paris, france;
342;32, place de provence, guillaumes, france;provence;6.853;44.09;provence-alpes-côte d'azur, france;provence, france;provence papeterie, le tholonet, france;place de provence, guillaumes, france;provence port, rue lascaris, nice, france;
343;35, rue du loup, bordeaux, france;loup;-0.573;44.838;loupiac, france;loupes, france;rue du loup, bordeaux, france;loupien-suares deborah, rue de la vieille tour, bordeaux, france;tennis club loupiac, loupiac, france;
344;73, avenue marceau, paris, france;marceau;2.297;48.871;avenue marceau, paris, france;marceau, rue de chaillot, paris, france;copy marceau, avenue marceau, paris, france;noura marceau, avenue marceau, paris, france;marceau panayota, rue auguste vacquerie, paris, france;
345;rue des frênes, pannes, france;frênes;2.668;47.992;rue des frênes, pannes, france;résidence les frênes, rue eugène derrien, vitry-sur-seine, france;frênes, tinchebray-bocage, france;fresnes, france;fresnes-sur-marne, france;
346;3, rue du pas saint-georges, bordeaux, france;saint-georges;-0.572;44.84;le saint georges, place camille jullian, bordeaux, france;epicerie du pas saint georges, rue du pas-saint-georges, bordeaux, france;saint-georges-de-didonne, france;impasse du passage saint-georges, bordeaux, france;rue du pas-saint-georges, bordeaux, france;
347;10, cours gambetta, tarbes, france;gambetta;0.073;43.232;ecole privée cours gambetta, cours gambetta, tarbes, france;cours gambetta, tarbes, france;cabinet vétériniare du gambetta, cours gambetta, tarbes, france;synd copropriete res 13 cours gambetta, cours gambetta, tarbes, france;gambetta, bordeaux, france;
348;1 rue alfred nobel, sainte-marie, france;nobel;3.024;42.731;akzo nobel distribution, boulevard paul langevin, perpignan, france;nobelclad france, allée alfred nobel, rivesaltes, france;rue alfred nobel, montpellier, france;nobelhorst, almere, pays-bas;nobelstraße, stuttgart, allemagne;
349;34 rue de verdun, suresnes, france;verdun;2.229;48.873;rue de verdun, suresnes, france;verdun, france;140 rue de verdun, puteaux, france;market, rue de verdun, suresnes, france;verdun, paris, france;
350;62 rue breteuil, marseille, france;breteuil;5.377;43.288;breteuil puget, marseille, france;breteuil viande, rue breteuil, marseille, france;rue breteuil, marseille, france;breteuil – appart au vieux port, rue breteuil, marseille, france;breteuil dragon, marseille, france;
351;3, place sainte catherine, lille, france;catherine;3.057;50.639;docteur catherine cordonnier, rue léon gambetta, lille, france;paroisse sainte catherine, terrasse sainte-catherine, lille, france;catherine pierret immobilier, boulevard de la liberté, lille, france;christine laure, rue pierre mauroy, lille, france;dr catherine herbecq, rue du molinel, lille, france;
352;219 boulevard de tournai, villeneuve-d'ascq, france;tournai;3.133;50.613;boulevard de tournai, villeneuve-d'ascq, france;tournai, belgique;tournai sncb, tournai, belgique;tournai, tournai, belgique;tabac tournai, rue du puits wagnon, tournai, belgique;
353;20 place bellecour, lyon, france;bellecour;4.833;45.756;bellecour, lyon, france;place bellecour, lyon, france;bellecour musiques, place bellecour, lyon, france;résidence hotelière bellecour, rue des marronniers, lyon, france;bellecour - hôtel dieu, lyon, france;
354;3 avenue de bohlen, vaulx-en-velin, france;bohlen;4.921;45.765;avenue de bohlen, vaulx-en-velin, france;avenue de bohlen, lyon, france;böhlen, allemagne;bohlenplatz, erlangen, allemagne;böhlen ag, talweg, berne, suisse;
355;561, route du bout fleuri, paluel, france;fleuri;0.649;49.845;fleurines, france;fleurigné, france;fleuriste, avenue bosquet, paris-7e-arrondissement, france;audrey b. fleuriste, rue gabriel péri, levallois-perret, france;fleuriste, avenue de la grande-armée, paris, france;
356;34, rue etienne d'orves, le pré-saint-gervais, france;d'orves;2.401;48.886;optique d'orves, rue blanche, paris, france;;;;;
357;87 rue jean de la fontaine, paris, france;fontaine;2.265;48.848;fontaine saint-michel, place saint-andré des arts, paris, france;fontainebleau, france;la fontaine saint michel, place saint-michel, paris, france;fontaine des innocents, place joachim du bellay, paris, france;fontaine stravinsky, rue brisemiche, paris, france;
358;69, rue de croulebarbe, paris, france;croulebarbe;2.349;48.831;croulebarbe, paris, france;rue de croulebarbe, france;;;;
359;51 rue de merlan, noisy-le-sec, france;merlan;2.466;48.891;bar ambassade de merlan, rue de merlan, noisy-le-sec, france;merlan exotique, rue de merlan, noisy-le-sec, france;merlan cosmetique, rue de merlan, noisy-le-sec, france;rue de merlan, noisy-le-sec, france;chemin du merlan, bondy, france;
360;13 rue des filatiers, toulouse, france;filatiers;1.444;43.598;rue des filatiers, toulouse, france;ancien chemin des filatiers, anzin-saint-aubin, france;rue des filatiers, anzin-saint-aubin, france;chemin des filatiers, sainte-catherine, france;sentier des filatiers, lesquin, france;
361;2 boulevard de la république, saint-cloud, france;république;2.208;48.843;république, paris, france;république scooter, boulevard de la république, saint-cloud, france;habitat paris republique, place de la république, paris, france;café république, place de la république, paris, france;le république, boulevard saint-martin, paris, france;
362;212 bis boulevard pereire, paris, france;pereire;2.287;48.88;pereire, paris, france;boulevard pereire, paris, france;pereire auto, boulevard pereire, paris, france;golf pereire, avenue des ternes, paris, france;parking pereire, rue laugier, paris, france;
363;6 avenue charles de gaulle, rochefort, france;gaulle;-0.96;45.935;avenue charles de gaulle, rochefort, france;avenue du général de gaulle, tonnay-charente, france;avenue du gén de gaulle, moëze, france;place du général de gaulle, trizay, france;avenue du gén de gaulle, port-des-barques, france;
364;158 rue de bourgogne, orléans, france;bourgogne;1.912;47.901;bourgogne, orléans, france;bourgogne, france;rue de bourgogne, orléans, france;gsm bourgogne, rue de bourgogne, orléans, france;maison bourgogne, rue de bourgogne, orléans, france;
365;148 boulevard jean jaurès, houilles, france;jaurès;2.204;48.922;jaurès, paris, france;jaurès, paris, france;jaurès - stalingrad, paris, france;ambulance jaurès, rue hégésippe moreau, paris, france;laboratoire jaurès, boulevard jean jaurès, boulogne-billancourt, france;
366;173, boulevard saint-germain, paris, france;saint-germain;2.331;48.854;quartier saint-germain-des-prés, paris, france;saint-germain-des-prés, paris, france;saint-germain-des-prés, boulevard saint-germain, paris, france;saint-germain-l'auxerrois, paris, france;saint-germain-en-laye, france;
367;13, rue maréchal joffre, aix-en-provence, france;joffre;5.453;43.527;rue du maréchal joffre, aix-en-provence, france;joffre lakes provincial park, duffey lake rd, mount currie, bc, canada;lycée joffre, allée de la citadelle, montpellier, france;joffre, ab, canada;marie-lydie joffre, avenue du professeur grasset, montpellier, france;
368;6, rue papillon, paris, france;papillon;2.348;48.876;papillon, rue meissonier, paris, france;rue papillon, paris, france;papillon rouge, rue d'aboukir, paris, france;copy-top papillon - la fayette, rue papillon, paris, france;karine arabian - rue papillon, rue papillon, paris, france;
369;18, boulevard aristide briand, suresnes, france;briand;2.202;48.863;hôtel briand, rue aristide briand, levallois-perret, france;centre a. briand, rue aristide briand, levallois-perret, france;briand jean-marie, rue jean longuet, châtenay-malabry, france;briand auto, rue jules princet, aulnay-sous-bois, france;briand (sas), impasse des armoiries, villiers-sur-marne, france;
370;2622 rue de lille, sainghin-en-mélantois, france;lille;3.153;50.592;lille, france;lille-centre, lille, france;lille grand palais, lille, france;lille europe, place françois mitterrand, euralille, france;lille fives, lille, france;
371;161 rue du levant, calvisson, france;levant;4.202;43.783;levanto, la spezia, italie;rue du levant, calvisson, france;résidence pierre et vacances le levant, allée du levant, la grande-motte, france;levanto, levanto, la spezia, italie;allée du levant, la grande-motte, france;
372;1, rue montesquieu, nantes, france;montesquieu;-1.566;47.213;galerie montesquieu, place de la monnaie, nantes, france;rue montesquieu, nantes, france;montesquieu-volvestre, france;montesquieu-lauragais, france;montesquieu, bordeaux, france;
373;874, promenade charles de gaulle, six-fours-les-plages, france;gaulle;5.843;43.093;avenue général de gaulle, ollioules, france;route général de gaulle, le revest-les-eaux, france;place général de gaulle, la valette-du-var, france;avenue du général charles de gaulle, draguignan, france;place de gaulle, le beausset, france;
374;102 avenue des nations, yutz, france;nations;6.196;49.362;avenue des nations, yutz, france;nations 143, yutz, france;nations, genève, suisse;nations 174, yutz, france;les nations, boulevard de l'europe, vandœuvre-lès-nancy, france;
375;5 rue du maréchal juin, strasbourg, france;juin;7.76;48.578;rue du maréchal juin, strasbourg, france;juin marie-christine, rue des francs-bourgeois, strasbourg, france;juinagar, navi mumbai, maharashtra, inde;juinagar, sector 11, sanpada, navi mumbai, maharashtra, inde;juin, écoche, france;
376;13 place du concert, lille, france;concert;3.061;50.642;le concert gourmand, rue de la collégiale, lille, france;place du concert, lille, france;concertgebouw, concertgebouwplein, amsterdam, pays-bas;mairie - concertation, vie de quartier et prévention, rue paul doumer, tourcoing, france;zone d'aménagement concerté du val de deûle i, quesnoy-sur-deûle, france;
377;4 rue des brioleurs, saint-gatien-des-bois, france;brioleurs;0.19;49.347;rue des brioleurs, saint-gatien-des-bois, france;chemin des brioleurs, jaulzy, france;;;;
378;16 rue des blanchers, toulouse, france;blanchers;1.438;43.602;rue des blanchers, toulouse, france;les blanchers, paslières, france;;;;
379;80b rue de la république, aubagne, france;république;5.571;43.29;agence republique, rue de la république, aubagne, france;république dominicaine, undefined;république démocratique du congo, undefined;république tchèque, undefined;pharmacie république, rue de la république, aubagne, france;
380;1 rue keller, paris, france;keller;2.377;48.854;rue keller, paris, france;le petit keller, rue keller, paris, france;23 keller, rue keller, paris, france;studio keller, rue keller, paris, france;maison keller, rue de charonne, paris, france;
381;81 rue léon frot, paris, france;frot;2.384;48.858;rue léon frot, paris, france;frot distribution, rue léon frot, paris, france;frot distribution, avenue de la côté d'azur, rungis complexe, france;frotte raffenne, rue de patay, paris, france;frot brice, rue chevreul, paris, france;
382;108, boulevard du montparnasse, paris, france;montparnasse;2.329;48.842;montparnasse, paris, france;montparnasse - bienvenüe, boulevard de vaugirard, paris, france;cimetière du montparnasse, boulevard edgar quinet, paris, france;montparnasse 2 - gare tgv, paris, france;montparnasse-bienvenüe (14e) - r du départ, rue du départ, paris, france;
383;1, chemin de vilaine, buzançais, france;vilaine;1.422;46.889;chemin de vilaines, buzançais, france;vilaine, azay-le-ferron, france;vilaine-bouchard, le pêchereau, france;vilaine, ouzouer-sur-trézée, france;vilaine, saint-pierre-de-maillé, france;
384;chemin du chêne, civrieux-d'azergues, france;chêne;4.707;45.858;chénelette, france;chêne-en-semine, france;chenereilles, france;chênex, france;chêne-bougeries, suisse;
385;5, place notre dame du mont, marseille, france;mont;5.384;43.292;montpellier, france;monténégro, undefined;parking monthyon, rue breteuil, marseille, france;monthyon, rue breteuil, marseille, france;palais monthyon, place monthyon, marseille, france;
386;69, rue des dames, paris, france;dames;2.321;48.884;rue des dames, paris, france;dames, rue des dames, paris, france;nicolas dames, rue des dames, paris, france;dames de granvelle, rue de rochechouart, paris, france;damesme, paris, france;
388;231, avenue porte des alpes, le plan-du-var, france;alpes;7.197;43.858;alpes-maritimes, france;alpes-de-haute-provence, france;alpes maritimes location cagnes sur mer, route de vence, cagnes-sur-mer, france;alpes maritimes location nice, boulevard de l'ariane, nice, france;alpes maritimes recyclage, chemin départemental 2209, saint-jeannet, france;
389;22, rue daubenton, paris, france;daubenton;2.354;48.841;rue daubenton, paris, france;censier-daubenton (5e) - r geoffroy-saint-hilaire, paris, france;rue louis daubenton, roissy-en-brie, france;rue daubenton, sainte-geneviève-des-bois, france;allée daubenton, montgeron, france;
390;34 rue saint-barthélémy, melun, france;saint-barthélémy;2.656;48.542;saint-barthélemy-d'anjou, france;rue saint-barthélémy, melun, france;saint-barthelemy, france;saint-barthélémy, redon, france;saint-barthélémy, villiers-saint-georges, france;
391;9 place du vieux marché, rouen, france;marché;1.088;49.443;marché d'intérêt national m.i.n., avenue bernard bicheray, rouen, france;marché, rue eugène boudin, rouen, france;place du vieux marché, rouen, france;place du vieux marché rouen, place du vieux marché, rouen, france;marche discount, rue saint-sever, rouen, france;
392;14, faubourg rivotte, besançon, france;rivotte;6.034;47.232;rivotte, besançon, france;rue rivotte, besançon, france;faubourg rivotte, besançon, france;parking rivotte, rue rivotte, besançon, france;porte rivotte, besançon, france;
393;18, rue joseph vernet, avignon, france;vernet;4.804;43.95;rue joseph vernet, avignon, france;rue horace vernet, avignon, france;le vernet, rue joseph vernet, avignon, france;83.vernet, rue joseph vernet, avignon, france;patisserie vernet, rue joseph vernet, avignon, france;
394;69 rue guillaume puy, avignon, france;puy;4.814;43.945;chocolaterie de puyricard, rue joseph vernet, avignon, france;puyricard, aix-en-provence, france;puyvert, france;puyméras, france;puyloubier, france;
395;24 avenue de la république, paris, france;république;2.37;48.866;république, paris, france;habitat paris republique, place de la république, paris, france;café république, place de la république, paris, france;garage republique, rue amelot, paris, france;cabinet république, place de la république, paris, france;
396;1, rue damrémont, paris, france;damrémont;2.332;48.887;damremont - lamarck, paris, france;damremont palace automobiles, distribution das welt auto, rue ordener, paris, france;rue damrémont, paris, france;damremont - ordener, paris, france;damremont - caulaincourt, paris, france;
397;64 rue daguerre, paris, france;daguerre;2.327;48.835;daguerre marée, rue daguerre, paris, france;rue daguerre, paris, france;daguerre village, rue lalande, paris, france;daguerre, rue du cirque, paris, france;daguerre délices, rue daguerre, paris, france;
398;62 rue césaria évora, paris, france;évora;2.374;48.898;évora, portugal;rue cesaria evora, aubervilliers, france;résidence evora, rue de paris, champs-sur-marne, france;evora, évora, portugal;evora beauté, linas, france;
399;39 avenue galois, bourg-la-reine, france;galois;2.322;48.777;galois, bourg-la-reine, france;avenue galois, france;rue evariste galois, sartrouville, france;rue evariste galois, paris, france;rue galois, maurepas, france;
400;45 rue brancion, paris, france;brancion;2.304;48.834;brancion, paris, france;rue brancion, paris, france;brancion pressing, rue brancion, paris, france;brancion - vouille, paris, france;pharmacie brancion vouillé, rue de vouillé, paris, france;
401;5 rue ambroise pauffert, neuville-sur-saône, france;pauffert;4.84;45.876;pauffert pascale, rue jean jaurès, montataire, france;;;;;
402;5 impasse des sables, merry-sur-yonne, france;sables;3.646;47.563;impasse des sables, merry-sur-yonne, france;les sables-d'olonne, france;sables d'or les pins, fréhel, france;sables d'olonne, rue du roi albert 1er, les sables-d'olonne, france;chemin des sables du cul de chien, noisy-sur-école, france;
403;89 rue lemercier, paris, france;lemercier;2.32;48.889;lemercier sport, rue lemercier, paris, france;garage lemercier, rue lemercier, paris, france;ecole lemercier, rue lemercier, paris, france;cabinet lemercier, rue lemercier, paris, france;rue lemercier, paris, france;
404;21, avenue baille, marseille, france;baille;5.387;43.287;baille, marseille, france;baille, marseille, france;boucherie baille, boulevard baille, marseille, france;imagerie médicale baille, boulevard baille, marseille, france;baille vertus, marseille, france;
405;17 rue carnot, bois-colombes, france;carnot;2.269;48.914;lycée carnot, boulevard malesherbes, paris, france;carnot immobilier, rue cardinet, paris, france;carnot micro, avenue carnot, paris, france;pharmacie carnot well&well, boulevard malesherbes, paris, france;carnot, courbevoie, france;
406;8, rue saint-hilaire ( la-varenne-saint-hilaire), saint-maur-des-fossés, france;la-varenne-saint-hilaire);2.514;48.793;la varenne saint-hilaire, saint-maur-des-fossés, france;mephisto la varenne saint hilaire, avenue du bac, saint-maur-des-fossés, france;synagogue la varenne saint hilaire, avenue du château, saint-maur-des-fossés, france;institut beauté la varenne, rue saint-hilaire, saint-maur-des-fossés, france;la varenne, saint-hilaire-la-gravelle, france;
407;97 avenue d'aquitaine, sainte-eulalie, france, carbon-blanc, france;france;-0.507;44.891;france, undefined;place anatole france, carbon-blanc, france;impasse anatole france, bassens, france;cours anatole france, bordeaux, france;place pierre mendès france, carbon-blanc, france;
408;8 rue du doyenné, le mans, france;doyenné;0.198;48.009;rue du doyenné, le mans, france;doyenné de sablé, rue saint-nicolas, sablé-sur-sarthe, france;boulevard du doyenné, angers, france;passage du doyenné, angers, france;doyenné de la risle, rue jean moulin, rugles, france;
409;123 rue des landes, plaisance-du-touch, france;landes;1.247;43.552;landes, france;landes isabelle, rue andré jacoubet, toulouse, france;landes-le-gaulois, france;landes, venerque, france;parc naturel régional des landes de gascogne, route de bayonne, belin-béliet, france;
410;52 rue la fayette, paris, france;fayette;2.341;48.875;rue la fayette, paris, france;fayetteville, caroline du nord, états-unis;cabinet médical la fayette, rue du faubourg saint-martin, paris, france;fayetteville, arkansas, états-unis;fayetteville, géorgie, états-unis;
411;95 rue montaigne, marseille, france;montaigne;5.417;43.304;montaigne patrimoine, impasse des gymnastes, marseille, france;rue montaigne, marseille, france;sa montaigne, rue des électriciens, marseille, france;boulangerie montaigne, rue montaigne, marseille, france;pharmacie montaigne, rue montaigne, marseille, france;
412;28 avenue de paris, soisy-sous-montmorency, france;paris;2.293;48.99;paris, france;paris saint-lazare, rue d'amsterdam, paris, france;paris nord - st-denis université, saint-denis, france;paris france hôtel, rue de turbigo, paris, france;"paris charles de gaulle (gare routière ""terminal 3"" ), rue du luxembourg, tremblay-en-france, france";
413;130 quai du port, marseille, france;port;5.368;43.296;pharmacie de la porte d'aix, place jules guesde, marseille, france;portugal, undefined;porte d'aix, place jules guesde, marseille, france;vieux-port de marseille, france;port de marseille: gare de croisière, chemin du littoral, marseille, france;
414;15 boulevard de la corniche, annecy, france, annecy, france;france;6.137;45.89;france, undefined;annecy, france;avenue de france, annecy, france;france cars - location voiture et utilitaire, rue de sansy, seynod, france;avenue pierre mendès france, france;
415;13, boulevard carnot, valbonne, france;carnot;7.008;43.642;carnot, cannes, france;boulevard carnot, valbonne, france;lycée carnot, boulevard carnot, cannes, france;apartment carnot, cannes, france;optique carnot, boulevard carnot, cannes, france;
416;42 route de galice, aix-en-provence, france, 13090 aix-en-provence, france;france;5.425;43.531;france, undefined;france, castelnau-de-lévis, france;france bleu provence, avenue wolfgang amadeus mozart, aix-en-provence, france;impasse jeune france, marseille, france;avenue anatole france, aix-en-provence, france;
417;17, rue saint-rémi, bordeaux, france;saint-rémi;-0.571;44.841;rue saint-rémi, bordeaux, france;hôtel saint rémi, rue saint-rémi, bordeaux, france;bordeaux locations - saint rémi, france, bordeaux, rue saint-rémi;saint-rémi, qc, canada;eglise saint rémi, rue achard, bordeaux, france;
418;3 rue amédée viii de savoie, saint-julien-en-genevois, france;savoie;6.081;46.144;savoie, france;savoie hôtel, avenue louis armand, saint-julien-en-genevois, france;savoielémandomotique sàrl, route de saint-julien, perly-certoux, suisse;savoie technolac, avenue du lac du bourget, le bourget-du-lac, france;savoie pièces auto, annecy, france;
419;80, rue meynadier le suquet, cannes, france;suquet;7.012;43.552;suquet première, rue du suquet, cannes, france;le suquet, cannes, france;suquet sea cannes, rue georges clemenceau, cannes, france;suquet des art(iste)s - résidence d'artistes, rue saint-dizier, cannes, france;suquet charm, cannes, france;
420;140 avenue de saint-ouen, paris, france;saint-ouen;2.329;48.896;saint-ouen, france;saint ouen apartments, paris, france;optique saint ouen, avenue gabriel péri, saint-ouen, france;pizza hut saint ouen, avenue gabriel péri, saint-ouen, france;saint-ouen vintage, saint-ouen, france;
421;11 rue charles pierrugues, mandelieu-la-napoule, france;pierrugues;6.941;43.523;charles pierrugues eurl, place victor hugo, sainte-maxime, france;pierrugues, avenue de lattre de tassigny, sainte-maxime, france;pierrugues ets, avenue georges pompidou, sainte-maxime, france;pierrugues gerard, rue william bonaparte wyse, toulon, france;pierrugues alain, chemin des aires, nages-et-solorgues, france;
422;35 rue de la roquette, paris-11e-arrondissement, france;roquette;2.373;48.855;roquette, paris, france;roquette auto ecole, rue saint-maur, paris, france;roquette, passage thiéré, paris, france;tabac roquette, rue de la roquette, paris, france;rue de la roquette, paris, france;
423;rue des arceaux, angoulême, france;arceaux;0.158;45.649;rue des arceaux, angoulême, france;arceaux montpellier apartment, montpellier, france;f.c. arceaux montpellier, rue de clementville, montpellier, france;les arceaux, montpellier, france;impasse des arceaux, nersac, france;
424;20, rue des halles, paris, france;halles;2.346;48.86;les halles, paris, france;rue des halles, paris, france;halles garage réparations, rue bailleul, paris, france;halles optique, rue rambuteau, paris, france;halles company, rue saint-martin, paris, france;
425;59, rue boulainvilliers, paris, france;boulainvilliers;2.275;48.858;boulainvilliers, rue des vignes, paris, france;rue de boulainvilliers, paris, france;pharmacie boulainvilliers, rue de boulainvilliers, paris, france;nicolas boulainvilliers, rue de boulainvilliers, paris, france;la muette - boulainvilliers rer, paris, france;
426;55, rue du faubourg montmartre, paris, france;montmartre;2.34;48.876;montmartre, paris, france;montmartre café, rue montmartre, paris, france;rue du faubourg montmartre, paris, france;boulevard montmartre, paris, france;galerie montmartre, paris, france;
427;7 avenue de saint-germain, maisons-laffitte, france;saint-germain;2.144;48.945;saint-germain-en-laye, france;quartier saint-germain-des-prés, paris, france;saint-germain-en-laye rer, saint-germain-en-laye, france;controle technique saint germain en laye, rue léon désoyer, saint-germain-en-laye, france;linge de maison saint-germain-en-laye, rue au pain, saint-germain-en-laye, france;
428;104, rue de lille, mouvaux, france;lille;3.132;50.699;lille, france;lille-centre, lille, france;lille europe, place françois mitterrand, euralille, france;lille grand palais, lille, france;lille fives, lille, france;
429;602 rue louis saint-just, saint-maximin, france;saint-just;2.472;49.245;saint-just-en-chaussée, france;rue louis saint-just, saint-maximin, france;rue saint-just, saint-maximin, france;saint-just, france;saint-just-sauvage, france;
430;2, place de lisbonne - centre commercial odysseum, montpellier, france;odysseum;3.92;43.605;odysseum, montpellier, france;montpellier odysseum, montpellier, france;dr landragin nicolas, neurologue, montpellier, france;taxi montpellier odysseum, rue georges méliès, montpellier, france;eden kids, boulevard télémaque, montpellier, france;
431;58, rue vasco de gama, paris, france;gama;2.284;48.836;rue vasco de gama, paris, france;gama international, garonor, aulnay-sous-bois, france;gamaches, france;laverie vasco de gama, rue vasco de gama, paris, france;cabinet de kinésithérapie vasco de gama, rue vasco de gama, paris, france;
432;10 rue des tonneliers, bayonne, france;tonneliers;-1.474;43.49;rue des tonneliers, bayonne, france;avenue des tonneliers, soorts-hossegor, france;impasse des tonneliers, dax, france;rue des tonneliers, castets, france;tonneliers, rue des couteliers, cholet, france;
433;40 route de frangy, meythet, france;frangy;6.092;45.915;frangy, france;route de frangy, france;frangy pizza, place de l'église, frangy, france;tennis club frangy, collonges d'en bas, frangy, france;frangy ucapl, route du tram, frangy, france;
434;153 rue de lourmel, paris, france, paris, france;france;2.284;48.84;france, undefined;avenue anatole france, paris, france;quai anatole france, paris, france;rue anatole france, levallois-perret, france;avenue pierre mendès-france, paris, france;
435;29 rue de l'exposition, paris, france;l'exposition;2.303;48.857;rue de l'exposition, paris, france;hôtel de l'exposition, rue du théâtre, paris, france;hôtel de l'exposition, boulevard de magenta, paris, france;l'exposition, lhuys, france;l'exposition agricole et le festival acadien, rte 124, wellington, pe, canada;
438;2 place de la chapelle neuve, montpellier, france;neuve;3.879;43.613;place de la chapelle neuve, montpellier, france;lycée privé nevers, rue de la garenne, montpellier, france;nevers, france;neuvéglise, france;neven, avenue saint-lazare, montpellier, france;
439;4 cours jean jaurès, grenoble, france;jaurès;5.72;45.192;cours jean jaurès, grenoble, france;fitnessboutique, cours jean jaurès, grenoble, france;auto-école jaurès, cours jean jaurès, grenoble, france;jaures coiffure, cours jean jaurès, grenoble, france;jaures soins infirmières, cours jean jaurès, grenoble, france;
440;3 rue basse, verneuil-sur-seine, france;basse;1.976;48.981;basse-goulaine, france;basse-normandie, france;rue basse, verneuil-sur-seine, france;basse-ham, france;bassersdorf, suisse;
441;8, rue majour, brive-la-gaillarde, france;majour;1.532;45.16;café majour, rue majour, brive-la-gaillarde, france;majour crock'nroll, rue majour, brive-la-gaillarde, france;rue majour, brive-la-gaillarde, france;square majour, brive-la-gaillarde, france;majourés, saint-étienne-de-villeréal, france;
442;3, rue des faussets, bordeaux, france;faussets;-0.57;44.841;appartement faussets, bordeaux, france;rue des faussets, bordeaux, france;;;;
443;2 rue ramey, paris, france;ramey;2.348;48.887;rue ramey, paris, france;passage ramey, paris, france;restaurant pizzeria ramey, rue ramey, paris, france;hôtel ramey, rue ramey, paris, france;ramey - boxes, passage ramey, paris, france;
444;38, rue de cambrai, lille, france;cambrai;3.071;50.624;cambrai, france;rue de cambrai, lille, france;voie communale landas 32 rue cambrai, lille, france;cambrai, rue châteaudun, cambrai, france;mcdonald's, centre commercial match, boulevard de la liberté, cambrai, france;
445;22 place henri brousse, meudon, france;brousse;2.241;48.808;place henri brousse, meudon, france;myriam brousse, rue robert de flers, paris, france;brousse marie-hélène, rue de cléry, paris, france;brousse jean-louis, boulevard raspail, paris, france;brousseval, france;
446;36 rue de bagnolet, paris, france;bagnolet;2.398;48.857;bagnolet, france;bagnolet hotel, rue de bagnolet, paris, france;s.d.c.b, rue jean jaurès, bagnolet, france;taxi bagnolet, rue de la liberté, bagnolet, france;kine bagnolet, rue sadi carnot, bagnolet, france;
447;43, rue castillon, toulon, france;castillon;5.94;43.11;castillon-du-gard, france;rue castillon, toulon, france;castillon, france;castillon-la-bataille, france;castillon, berre-l'étang, france;
448;37 6-39, rue pierre-henri mauger, contres, france;mauger;1.429;47.419;rue pierre-henri mauger, contres, france;maugerville, nb, canada;mauger transports scolaire-voyageurs, rue robert surmont, la ferté-bernard, france;mauger tinlot francine, rue du général george patton, chartres, france;autocars voyages mauger, rue de l'eguillon, la ferté-bernard, france;
449;30 passage de la bourgade, biot, france;bourgade;7.097;43.628;passage de la bourgade, biot, france;bourgade bernard, chemin du parc saramartel, antibes, france;bourgade, béziers, france;bourgade, caseneuve, france;rue de la bourgade, tourrettes-sur-loup, france;
450;168 cours berriat, grenoble, france;berriat;5.705;45.189;berriat magasin - alimentation générale, cours berriat, grenoble, france;berriat-le magasin, grenoble, france;quartier chorier-berriat, grenoble, france;cours berriat, grenoble, france;berriat immobilier, cours berriat, grenoble, france;
451;20 place charles de gaulle, saint-germain-en-laye, france;gaulle;2.095;48.897;charles de gaulle étoile, paris, france;de gaulle louis, rue boissy d'anglas, paris, france;place charles de gaulle, paris, france;avenue du général charles de gaulle, suresnes, france;avenue charles de gaulle, neuilly-sur-seine, france;
452;132 rue lecourbe, paris, france;lecourbe;2.301;48.842;lecourbe pressing, rue lecourbe, paris, france;rue lecourbe, france;lecourbe-marée, rue lecourbe, paris, france;lecourbe serge, rue du commerce, paris, france;pietro lecourbe, rue lecourbe, paris, france;
453;90 cours de vincennes, paris, france;vincennes;2.407;48.847;vincennes, france;vincennes, vincennes, france;cours de vincennes, paris, france;pizza hut vincennes, avenue de paris, vincennes, france;cinema le vincennes, avenue de paris, vincennes, france;
454;27 avenue armand guillebaud, antony, france;guillebaud;2.307;48.749;avenue armand guillebaud, antony, france;guillebaud music cours de musique, antony, france;guillebaud bernard, rue anatole france, saint-michel-sur-orge, france;guillebaud thierry, avenue paul bejot, beaumont-sur-oise, france;guillebaud sarl, zone artisanale peupliers, bourneville, france;
